Prabal Plus Resolved Tickets - 16-06-2025 17:26:23 ( From  01-05-2025  To  31-05-2025),,,,,,,,,,,,,,,,,,,,,,
Prabal Docket ID,Source Docket ID,LC ID,Customer,Bandwidth,WAN IP,Circle,A-SSA,A-Exchange,A-Address,B-SSA,B-Exchange,B-Address,OpenTime,CloseTime,DownTime,Team,Priority,Status,RFP,RFO,Service Type,Booked in
MSUE250509235,INC000047053035,1000535454,STATE BANK OF INDIA,4 Mbps,10.126.45.38,UE,RBL,RBLUMR,16710 SBI STATE BANK OF INDIABR CODE 16710 UMRANVILL AND PO UMRAN RALBAREILLYRAIBAREILLY RAIBAREILLYRAEBARELI UMRAN RAIBAREILLY RBL UE 22900RAIBAREILLY,,,,2025-05-23 13:45:33,2025-05-27 15:59:45,4days 02h:14m,RBL SSA LLM SALON,C,CLOSED,OFC system fault - WIP,NA,MPLS VPN LC,SBI-API
MAUE250509210,592953,1000526517,UCO BANK CBS PROJECT IT,2 Mbps,10.241.80.90,UE,RBL,RBLBCN,BACHHRAWAN BRANCHA/21PATEL NAGARRAEBARELI ROADRAEBARELI,,,,2025-05-23 13:12:32,2025-05-23 13:32:17,0days 00h:19m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
MAUE250509104,591296,1000171182,UCOBANK,2 Mbps,10.241.34.106,UE,RBL,RBLPSD,Prashadepur C/o Sharda Devi House no 182 ward no 7 JillaBazar Tehsil Salone Distt AmethiRAEBARELI,,,,2025-05-23 10:45:09,2025-05-23 18:46:01,0days 08h:00m,RBL SSA LLM SALON,C,RFO PENDING,Electricity supply issue,NA,MPLS VPN LC,UCO-API
MWUE250509075,MPLS2025052300236,1000509546,DEPARTMENT OF POSTSDOP,2 Mbps,10.16.125.86,UE,RBL,RBLMHJ,POST OFFICEAHARWABHAWANI S.O--229135 RAEBARELIRAEBARELI,,,,2025-05-23 09:55:09,2025-05-23 11:58:15,0days 02h:03m,RBL LLM JAIS,C,RFO PENDING,RF Issue - Vendor pending,NA,MPLS VPN LC,WC
MWUE250509074,MPLS2025052300233,1000199662,DIRECTOR PMU DEPARTMENT OFPOST,2 Mbps,10.16.114.130,UE,RBL,RBLSLN,(UPDS_EAST-0278 & CLASS C &WEG24258)SALON S O--229127SALONRAEBARELIRAEBARELI,,,,2025-05-23 09:55:00,2025-05-23 11:58:15,0days 02h:03m,RBL SSA LLM SALON,C,RFO PENDING,Customer Modem/Router fault,NA,MPLS VPN LC,WC
MAUE250509029,588539,1000168969,UCOBANK,2 Mbps,10.241.33.238,UE,RBL,RBLLGJ,Badouria Complex Near Hanuman Mandir Behta Chauraha P OLalganj ?Dist : RaebareliRAEBARELI,,,,2025-05-22 17:50:15,2025-05-23 12:10:01,0days 18h:19m,RBL LLM LALGANJ,C,RFO PENDING,Fault restored - System updation pending,NA,MPLS VPN LC,UCO-API
MWUE250508991,MPLS2025052203733,1000127361,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.74.210,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaGarhi Muttawalli POMunshiganj   229405RAIBAREILLY,,,,2025-05-22 16:56:27,2025-05-23 11:58:15,0days 19h:01m,RBL LLM PHONES,C,RFO PENDING,Local lead fault issue - WIP,NA,MPLS VPN LC,WC
MWUE250508971,MPLS2025052203713,1000127222,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.26,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaKhagipur Sandwa229125RAIBAREILLY,,,,2025-05-22 16:56:17,2025-05-23 11:58:14,0days 19h:01m,RBL SSA LLM SALON,C,RFO PENDING,BSNL End ok - Customer network issue,NA,MPLS VPN LC,WC
MWUE250508967,MPLS2025052203636,1000550725,PUNJAB NATIONAL BANK BHOJPUR BRANCH,2 Mbps,10.91.160.194,UE,RBL,RBLBJP,VILL POST BHOJPUR  BHOJPURRAEBARELI,,,,2025-05-22 16:55:50,2025-05-23 11:58:14,0days 19h:02m,RBL LLM LALGANJ,C,RFO PENDING,Electricity supply issue,NA,MPLS VPN LC,WC
MWUE250508937,MPLS2025052203435,1000497397,BANK OK BARODA,2 Mbps,10.150.95.166,UE,RBL,RBLRBL,BOB 2308 HARDASPUR BRANCH VANDP HARDASPUR DISTT RAEBARELI 229316 LUCKNOW UP9316 LUCKNOW upRAIBAREILLY,,,,2025-05-22 16:26:33,2025-05-23 11:58:14,0days 19h:31m,RBL LLM PHONES,C,RFO PENDING,Local lead fault issue - WIP,NA,MPLS VPN LC,WC
MWUE250508935,MPLS2025052203433,1000127560,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.92.194,UE,RBL,RBLSNI,Sareni ??? Raebareli RoadBhojpur Dist Raebareli229202 UPRAIBAREILLY,,,,2025-05-22 16:26:32,2025-05-23 11:58:14,0days 19h:31m,RBL LLM LALGANJ,C,RFO PENDING,Electricity supply issue,NA,MPLS VPN LC,WC
MWUE250508778,MPLS2025052202412,1000290736,MANAGERPUNJAB NATIONAL BANK,2 Mbps,10.110.76.10,UE,RBL,RBLDAU,PUNJAB NATIONAL BANK  RAIBARELIRAEBARELI,,,,2025-05-22 13:56:34,2025-05-22 14:58:50,0days 01h:02m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250508730,MPLS2025052201862,1000141856,INDIAN OVERSEAS BANK.,4 Mbps,10.101.47.226,UE,RBL,RBLJAG,DHOOTA PT RAM SHARAN MISHRA INTER COLLEGE MISHRAPUR GULARIHA JAGATPUR__RAEBARELI,,,,2025-05-22 13:08:49,2025-05-23 11:58:14,0days 22h:49m,RBL SSA LLM SALON,C,RFO PENDING,Electricity supply issue,NA,MPLS VPN LC,WC
MSUE250508717,INC000047045220,1000065406,STATE BANK OF INDIA.,2 Mbps,10.126.46.134,UE,RBL,RBLDAU,State Bank of India DalmaumuBranch (11217) P O Dalmau Mu(522#/01943/16/5317)1RAIBAREILLY,,,,2025-05-22 12:33:35,2025-05-22 13:00:25,0days 00h:26m,RBL LLM LALGANJ,C,CLOSED,Fault restored - System updation pending,NA,MPLS VPN LC,SBI-API
MWUE250508696,MPLS2025052201563,1000250177,ALLAHABAD BANKWAN PROJECT,2 Mbps,172.28.96.202,UE,RBL,RBLRBL,Station Road RAEBARELI BRANCH (210065)  RAEBARELI,,,,2025-05-22 12:26:28,2025-05-22 13:27:50,0days 01h:01m,RBL LLM PHONES,C,RFO PENDING,Fault restored - System updation pending,NA,MPLS VPN LC,WC
PCUE250500102,1063903445,1000322712,NATIONAL KNOWLEDGE NETWORKNICSI,100 Mbps,,UE,LKW,LKWCHS,SIO NIC UP StateUnit 6th Floor Yojana BhawanBhawan Naidu Marg UttarPradesh (State Unit)        LucknowLUCKNOW,RBL,RBLRBL,District Informatics Officer NICDistrict Computer Centre C/o DMDM Collectorate Nazarat BRae Bareili         RAIBAREILLYRAIBAREILLY,2025-05-22 12:12:33,2025-05-23 12:02:45,0days 23h:50m,LKW LLM CEN TEAM,A,CLOSED,OLT system problem  - WIP,NA,P2P LC,Clarity
MWUE250508583,MPLS2025052200771,1000153489,UNITED INDIA INSURANCE COMPANY LIMITED.,2 Mbps,172.31.202.118,UE,RBL,RBLGNT,BO RAEBARELI SEMERI KOTHI OPP.SUPER MARKET RAEBARELIUTTARPRADESH 229001_RAEBARELI,,,,2025-05-22 11:35:37,2025-05-22 13:11:00,0days 01h:35m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250508573,MPLS2025052200688,1000251684,INDUSIND BANKLTD.,2 Mbps,192.168.151.222,UE,RBL,RBLRBL,"Ground Floor 234Hospital Road,RaebareliRAIBAREILLY",,,,2025-05-22 11:35:17,2025-05-22 13:10:59,0days 01h:35m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MAUE250508465,584749,1000170886,UCOBANK,2 Mbps,10.241.33.234,UE,RBL,RBLGDJ,Main Road Gadaganj P O Karouli Bhudhkhar Dist : Raebareli.RAEBARELI,,,,2025-05-22 10:36:29,2025-05-23 12:10:01,1days 01h:33m,RBL LLM LALGANJ,C,RFO PENDING,Local lead fault issue - WIP,NA,MPLS VPN LC,UCO-API
MAUE250508447,207079,1000274617,LIC OF INDIA,2 Mbps,10.249.4.226,UE,RBL,RBLUCH,SO 21UT002 UNCHAHAR  ANSARI PLAZA KABIR CHAURAHA KHOJANPUR UNCHAHAR 535#/00218/18/5311RAIBAREILLY,,,,2025-05-22 10:08:04,2025-05-22 14:48:13,0days 04h:40m,RBL SSA LLM SALON,C,RFO PENDING,Local lead fault issue - WIP,NA,MPLS VPN LC,LIC-API
MAUE250508446,207078,1000245802,LIC OF INDIA,2 Mbps,10.249.4.222,UE,RBL,RBLBCH,SO 21UT001 BACHHARANWA NR CENTRAL BANK LUCKNOW RD BACHHRAWAN 535RAIBAREILLY,,,,2025-05-22 10:08:03,2025-05-22 10:36:13,0days 00h:28m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,LIC-API
MSUE250508496,INC000047042510,1000547333,STATE BANK OF INDIA,10 Mbps,10.126.45.30,UE,RBL,RBLRBL,18268 SBI TRIPULA CHAURAHA LUCKNOWALLAHABAD ROAD OPP MAURYA COMPLEX JAGDISHPURAM RAIBARELI DIST RAE BARELI State UTTAR PRADESH Pin Code 229RAIBAREILLY,,,,2025-05-22 10:01:41,2025-05-23 18:00:26,1days 07h:58m,RBL LLM PHONES,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MSUE250508503,INC000047042601,1000535455,STATE BANK OF INDIA,4 Mbps,10.126.45.34,UE,RBL,RBLRCF,16579 SBI STATE BANK OF INDIA BR CODE 16579RAILWAY COACH FACTORY RAE BARELIKANPUR ROAD VIL PO LALGANJ RAEBARELI KANPUR ROAD VIL PO LALRAIBARAIBAREILLY,,,,2025-05-22 10:01:41,2025-05-27 05:40:25,4days 19h:38m,RBL LLM LALGANJ,C,CLOSED,Fault restored - System updation pending,NA,MPLS VPN LC,SBI-API
MSUE250508416,INC000047041431,1000065232,STATE BANK OF INDIA.,12 Mbps,10.126.47.118,UE,RBL,RBLRBL,State Bank of India RegionalBusiness Office- RaebareliBranch (15405) Sbi Mera MannGuest House Sultanpur Road   (522#/01014RAIBAREILLY,,,,2025-05-22 09:05:31,2025-05-22 09:59:40,0days 00h:54m,RBL LLM PHONES,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MSUE250508409,INC000047041218,1000065349,STATE BANK OF INDIA.,8 Mbps,10.126.45.154,UE,RBL,RBLRBL,State Bank of India PB Raibareily Branch (161) EcAt Feroj Gandhi P G College(522#/00762/17/535#)RAIBAREILLY,,,,2025-05-22 09:01:39,2025-05-22 12:16:25,0days 03h:14m,RBL LLM PHONES,C,CLOSED,Fault restored - System updation pending,NA,MPLS VPN LC,SBI-API
MAUE250508260,581132,1000508144,UCO BANKCBS PROJECT IT,2 Mbps,10.241.34.110,UE,RBL,RBLJAS,BAHADURPUR BRANCHSOL ID 3041OPPOSITE RAJIV GANDHI INST.OF PETROLEUMJAYAS AMETHIRAEBARELI,,,,2025-05-21 16:36:37,2025-05-23 12:10:01,1days 19h:33m,RBL LLM JAIS,C,RFO PENDING,Fault restored - System updation pending,NA,MPLS VPN LC,UCO-API
MWUE250508229,MPLS2025052103176,1000261345,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.106.218.114,UE,RBL,RBLRBL,BARODA UTTAR PRADESH GRAMIN BANK GORA BAZAR BRANCH GORA BAZAR RAEBARELI PARSHADEPUR ROAD PO MAILKMAU AIMARAIBAREILLY,,,,2025-05-21 15:56:08,2025-05-21 16:56:30,0days 01h:00m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250508228,MPLS2025052103175,1000265586,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.77.126,UE,RBL,RBLRBL,Baroda Uttarpradesh Gramin Bank C o Bank of Baroda Paho 229209RAIBAREILLY,,,,2025-05-21 15:56:07,2025-05-22 11:40:05,0days 19h:43m,RBL LLM PHONES,C,RFO PENDING,Copper too much lossy,NA,MPLS VPN LC,WC
MWUE250508197,MPLS2025052102980,1000127383,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.75.46,UE,RBL,RBLHDI,Baroda Uttar pradesh GraminBank C o Bank of BarodaHardoi229123RAIBAREILLY,,,,2025-05-21 15:28:03,2025-05-22 11:40:04,0days 20h:12m,RBL LLM GE,C,RFO PENDING,Copper too much lossy,NA,MPLS VPN LC,WC
MWUE250508190,MPLS2025052102936,1000127450,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.114,UE,RBL,RBLNST,Baroda Uttar pradesh GraminBank C o Bank of BarodaNihastha229208RAIBAREILLY,,,,2025-05-21 15:27:44,2025-05-22 11:40:04,0days 20h:12m,RBL LLM LALGANJ,C,RFO PENDING,Copper too much lossy,NA,MPLS VPN LC,WC
MWUE250508183,MPLS2025052102929,1000127492,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.246,UE,RBL,RBLMGV,Baroda Uttar pradesh GraminBank C o Bank of Barodamaugarvi229306RAIBAREILLY,,,,2025-05-21 15:27:41,2025-05-21 16:56:30,0days 01h:28m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250508165,MPLS2025052102878,1000025753,VIJAYA BANKNOW BOB,2 Mbps,10.201.12.158,UE,RBL,RBLGDJ,VIJAYA BANK 7116 (DATA-11416) RAEBARELI BRANCH 1ST FLOOR.SUPER..MARKET..FIROZ..GANDHI..RAEBARELI,,,,2025-05-21 15:27:18,2025-05-21 16:56:30,0days 01h:29m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250508141,MPLS2025052102584,1000127582,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.73.178,UE,RBL,RBLDAU,Baroda Uttar pradesh GraminBank C o Bank of BarodaDalmau229203RAIBAREILLY,,,,2025-05-21 15:25:22,2025-05-22 11:40:04,0days 20h:14m,RBL LLM LALGANJ,C,RFO PENDING,Customer Modem/Router fault,NA,MPLS VPN LC,WC
MWUE250508140,MPLS2025052102582,1000127493,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.206,UE,RBL,RBLRHW,Baroda Uttar pradesh GraminBank C o Bank of BarodaRahawan229303RAIBAREILLY,,,,2025-05-21 15:25:21,2025-05-22 11:39:55,0days 20h:14m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MAUE250508131,580539,1000171741,UCOBANK,2 Mbps,10.241.33.110,UE,RBL,RBLCTH,Village Chtoh Tehsil - Salone Post- chatoh Distt- Amethi.RAEBARELI,,,,2025-05-21 15:13:16,2025-05-21 16:05:35,0days 00h:52m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
MWUE250508089,MPLS2025052102287,1000096347,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.94.94,UE,RBL,RBLRBL,Vill Shankarganj Dist1Amethi1RAIBAREILLY,,,,2025-05-21 14:55:24,2025-05-21 18:25:16,0days 03h:29m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250508087,MPLS2025052102285,1000096195,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.93.54,UE,RBL,RBLTLI,Bank of Baroda House No 490490 Main Road Takiya Villageand Post Tiloi DistrictDistrict Raebareli U   PRAIBAREILLY,,,,2025-05-21 14:55:23,2025-05-21 18:25:16,0days 03h:29m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250508086,MPLS2025052102284,1000096200,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.92.250,UE,RBL,RBLTLI,MOHANGANJ PO MOHANGANJ DISTT1RAEBARELI1RAIBAREILLY,,,,2025-05-21 14:55:22,2025-05-21 18:25:16,0days 03h:29m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250508075,MPLS2025052102271,1000590748,BANK OF BARODA,2 Mbps,None,UE,RBL,RBLHRC,BANK OF BARODARAILWAY STATION Harchandpur ROADNEAR BLOCK OFFICEUTTAR PRADESHRAIBAREILLY,,,,2025-05-21 14:55:16,2025-05-21 16:56:29,0days 02h:01m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507949,MPLS2025052101588,1000358815,ALLAHABAD BANKWAN PROJECT,2 Mbps,10.225.12.238,UE,RBL,RBLTLI,MOHANGANJ  BRANCHBRANCH CODE 212090 AMETHIRAEBARELI,,,,2025-05-21 13:24:58,2025-05-21 18:25:16,0days 05h:00m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507939,MPLS2025052101570,1000290742,MANAGERPUNJAB NATIONAL BANK,2 Mbps,10.110.82.114,UE,RBL,RBLTLI,PUNJAB NATIONAL BANK  Tiloi RAIBARELI,,,,2025-05-21 12:55:53,2025-05-21 18:25:16,0days 05h:29m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507938,MPLS2025052101566,1000560990,eUBI PUNJAB NATIONAL BANK DEDAULI,2 Mbps,10.110.179.246,UE,RBL,RBLRBL,DEDAULI HANUMANTHPURAM  RAEBARELIRAEBARELI,,,,2025-05-21 12:55:51,2025-05-21 13:25:57,0days 00h:30m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MAUE250507856,578998,1000168824,UCOBANK,2 Mbps,10.241.34.102,UE,RBL,RBLKRB,Karhiya Bazar C/o Raja C S Singh Plot no 72 KarhiyaKothi Block Salon District AmethiRAEBARELI,,,,2025-05-21 11:49:35,2025-05-23 15:58:02,2days 04h:08m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
MSUE250507781,INC000047034558,1000521901,STATE BANK OF INDIA,4 Mbps,10.126.45.122,UE,RBL,RBLRBL,16704 SBI MADHUPURI MADHUPURIDALMAU ROAD POST MUNSHIGANJ RAE BARELI RAIBARELI UTTAR PRADEsh 229405 PO7663RAIBAREILLY,,,,2025-05-21 10:57:38,2025-05-21 11:36:25,0days 00h:38m,RBL LLM PHONES,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MSUE250507789,INC000047034735,1000592423,STATE BANK OF INDIA,4 Mbps,10.126.45.162,UE,RBL,RBLRBL,64618 SBI AIIMS RAIBARELIAIIMS RAIBARELIDALMAU ROADRAIBARELI  229405  PO 11986RAIBAREILLY,,,,2025-05-21 10:53:33,2025-05-21 11:36:25,0days 00h:42m,RBL LLM PHONES,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MAUE250507732,206473,1000274617,LIC OF INDIA,2 Mbps,10.249.4.226,UE,RBL,RBLUCH,SO 21UT002 UNCHAHAR  ANSARI PLAZA KABIR CHAURAHA KHOJANPUR UNCHAHAR 535#/00218/18/5311RAIBAREILLY,,,,2025-05-21 10:04:37,2025-05-21 16:18:59,0days 06h:14m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,LIC-API
MSUE250507748,INC000047033466,1000065459,STATE BANK OF INDIA.,2 Mbps,10.126.44.58,UE,RBL,RBLTLI,State Bank of India TiloiBranch (16862) C/o ShriRizwan Ahmed Mohanganj TiloiKalan(Point to Point Circuit   522#/0324RAIBAREILLY,,,,2025-05-21 10:01:42,2025-05-23 05:40:25,1days 19h:38m,RBL LLM JAIS,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MAUE250507713,577268,1000173198,UCOBANK,2 Mbps,10.241.34.18,UE,RBL,RBLSGH,Shivgarh Branch In front of Mahesh Vilas Palace Shivgarh..RAEBARELI,,,,2025-05-21 09:31:23,2025-05-23 12:10:01,2days 02h:38m,RBL LLM GE,C,RFO PENDING,Electricity supply issue,NA,MPLS VPN LC,UCO-API
MWUE250507706,MPLS2025052100229,1000600140,DEPARTMENT OF POSTS DOP,2 Mbps,10.16.144.118,UE,RBL,RBLRBL,DOP WEG34076 CLASS CRAEBARELI RMS (COMPUTERIZED)RMS RAILWAYStationRAEBARELI,,,,2025-05-21 08:55:06,2025-05-21 10:25:25,0days 01h:30m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507701,MPLS2025052100210,1000509546,DEPARTMENT OF POSTSDOP,2 Mbps,10.16.125.86,UE,RBL,RBLMHJ,POST OFFICEAHARWABHAWANI S.O--229135 RAEBARELIRAEBARELI,,,,2025-05-21 08:54:58,2025-05-21 13:55:42,0days 05h:00m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507700,MPLS2025052100205,1000199662,DIRECTOR PMU DEPARTMENT OFPOST,2 Mbps,10.16.114.130,UE,RBL,RBLSLN,(UPDS_EAST-0278 & CLASS C &WEG24258)SALON S O--229127SALONRAEBARELIRAEBARELI,,,,2025-05-21 08:54:56,2025-05-21 13:55:39,0days 05h:00m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507657,MPLS2025052002907,1000258606,INDIAN OVERSEAS BANK.,2 Mbps,None,UE,RBL,RBLLGJ,BAJRANG BAHADUR SINGH 58 MAHESH NAGARLALGANJRAEBARELI DT....RAEBARELI,,,,2025-05-20 16:26:01,2025-05-21 13:55:42,0days 21h:29m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507637,MPLS2025052002790,1000127361,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.74.210,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaGarhi Muttawalli POMunshiganj   229405RAIBAREILLY,,,,2025-05-20 15:56:16,2025-05-21 13:55:41,0days 21h:59m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507547,MPLS2025052002076,1000096234,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.94.42,UE,RBL,RBLRBL,Bank of Baroda Inhauna,,,Inhauna,2025-05-20 14:26:52,2025-05-20 15:27:47,0days 01h:00m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507499,MPLS2025052001659,1000100916,UNION BANK OF INDIA.,2 Mbps,10.90.60.206,UE,RBL,RBLLGJ,Near Behta chauraha LalganjDistRaibarely1RAIBAREILLY,,,,2025-05-20 13:57:21,2025-05-21 12:26:21,0days 22h:29m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MAUE250507482,206184,1000274617,LIC OF INDIA,2 Mbps,10.249.4.226,UE,RBL,RBLUCH,SO 21UT002 UNCHAHAR  ANSARI PLAZA KABIR CHAURAHA KHOJANPUR UNCHAHAR 535#/00218/18/5311RAIBAREILLY,,,,2025-05-20 13:24:30,2025-05-20 16:33:18,0days 03h:08m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,LIC-API
MWUE250507402,MPLS2025052000786,1000004800,INDIAN BANK.,2 Mbps,10.166.30.30,UE,RBL,RBLRBL,M-16 Amresh Puri Colony Kanpur Road.RAIBAREILLY,,,,2025-05-20 11:42:53,2025-05-21 13:55:41,1days 02h:12m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MSUE250507366,INC000047026668,1000065456,STATE BANK OF INDIA.,2 Mbps,10.126.47.10,UE,RBL,RBLIHN,State Bank of India InhaunaBranch (11220) P O Inhauna(522#/01944/16/535#)1RAIBAREILLY,,,,2025-05-20 10:05:33,2025-05-20 12:52:25,0days 02h:46m,SUL BA ADMIN TEAM,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MWUE250507311,MPLS2025051904193,1000127311,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.92.6,UE,RBL,RBLDEH,V&P DEEH DISTT RAEBARELI MNSW/oRouter1RAIBAREILLY,,,,2025-05-19 18:56:44,2025-05-19 19:57:19,0days 01h:00m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507262,MPLS2025051903722,1000127223,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.150,UE,RBL,RBLPSD,Baroda Uttar pradesh GraminBank C o Bank of BarodaParsedepur229129RAIBAREILLY,,,,2025-05-19 17:23:31,2025-05-19 19:57:52,0days 02h:34m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507252,MPLS2025051903712,1000127222,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.26,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaKhagipur Sandwa229125RAIBAREILLY,,,,2025-05-19 17:23:24,2025-05-20 01:31:11,0days 08h:07m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507251,MPLS2025051903711,1000127383,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.75.46,UE,RBL,RBLHDI,Baroda Uttar pradesh GraminBank C o Bank of BarodaHardoi229123RAIBAREILLY,,,,2025-05-19 17:23:23,2025-05-20 01:30:02,0days 08h:06m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507250,MPLS2025051903710,1000265586,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.77.126,UE,RBL,RBLRBL,Baroda Uttarpradesh Gramin Bank C o Bank of Baroda Paho 229209RAIBAREILLY,,,,2025-05-19 17:23:22,2025-05-20 01:31:11,0days 08h:07m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507246,MPLS2025051903672,1000009848,ANDHRA BANK.,2 Mbps,10.118.2.30,UE,RBL,RBLRBL,H NO 390 WARD NO 15AT THE JUNCTION OF STATION  BELIGUNJ ROA.RAIBAREILLY,,,,2025-05-19 17:23:03,2025-05-19 19:57:51,0days 02h:34m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507226,MPLS2025051903513,1000127289,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.79.18,UE,RBL,RBLSCH,Baroda Uttar pradesh GraminBank C o Bank of BarodaSuchi229128RAIBAREILLY,,,,2025-05-19 17:22:11,2025-05-19 19:57:51,0days 02h:35m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
