Prabal Plus Resolved Tickets - 16-06-2025 17:26:23 ( From  01-05-2025  To  31-05-2025),,,,,,,,,,,,,,,,,,,,,,
Prabal Docket ID,Source Docket ID,LC ID,Customer,Bandwidth,WAN IP,Circle,A-SSA,A-Exchange,A-Address,B-SSA,B-Exchange,B-Address,OpenTime,CloseTime,DownTime,Team,Priority,Status,RFP,RFO,Service Type,Booked in
MWUE250502791,MPLS2025050702498,1000127308,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.73.198,UE,RBL,RBLDEH,Baroda Uttar pradesh GraminBank C o Bank of Baroda Deeh2293101RAIBAREILLY,,,,2025-05-07 15:57:17,2025-05-08 11:26:32,0days 19h:29m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250502792,MPLS2025050702499,1000127223,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.150,UE,RBL,RBLPSD,Baroda Uttar pradesh GraminBank C o Bank of BarodaParsedepur229129RAIBAREILLY,,,,2025-05-07 15:57:17,2025-05-08 11:26:36,0days 19h:29m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250502793,MPLS2025050702500,1000451420,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.108.70.18,UE,RBL,RBLDAU,BARODA UTTAR PRADESH GRAMIN BANKPAKHRAULI 64882VILLAGE PAKHRAULIPOST PAKHRAULIRAEBARELI,,,,2025-05-07 15:57:17,2025-05-07 16:55:57,0days 00h:58m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250502788,MPLS2025050702495,1000127222,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.26,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaKhagipur Sandwa229125RAIBAREILLY,,,,2025-05-07 15:57:16,2025-05-08 11:26:35,0days 19h:29m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250502789,MPLS2025050702496,1000127390,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.210,UE,RBL,RBLMGJ,Baroda Uttar pradesh GraminBank C o Bank of BarodaMajourganj229128RAIBAREILLY,,,,2025-05-07 15:57:16,2025-05-07 18:54:50,0days 02h:57m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250502790,MPLS2025050702497,1000127492,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.246,UE,RBL,RBLMGV,Baroda Uttar pradesh GraminBank C o Bank of Barodamaugarvi229306RAIBAREILLY,,,,2025-05-07 15:57:16,2025-05-08 11:26:35,0days 19h:29m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250502785,MPLS2025050702492,1000127383,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.75.46,UE,RBL,RBLHDI,Baroda Uttar pradesh GraminBank C o Bank of BarodaHardoi229123RAIBAREILLY,,,,2025-05-07 15:57:15,2025-05-08 11:26:32,0days 19h:29m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250502786,MPLS2025050702493,1000127450,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.114,UE,RBL,RBLNST,Baroda Uttar pradesh GraminBank C o Bank of BarodaNihastha229208RAIBAREILLY,,,,2025-05-07 15:57:15,2025-05-08 11:26:35,0days 19h:29m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250502787,MPLS2025050702494,1000127584,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.150,UE,RBL,RBLJAG,Baroda Uttar pradesh GraminBank C o Bank of BarodaLaxmanpur PO Jagatpur229402RAIBAREILLY,,,,2025-05-07 15:57:15,2025-05-08 11:26:35,0days 19h:29m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250502784,MPLS2025050702491,1000265586,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.77.126,UE,RBL,RBLRBL,Baroda Uttarpradesh Gramin Bank C o Bank of Baroda Paho 229209RAIBAREILLY,,,,2025-05-07 15:57:14,2025-05-08 11:26:35,0days 19h:29m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250502718,MPLS2025050702183,1000600140,DEPARTMENT OF POSTS DOP,2 Mbps,10.16.144.118,UE,RBL,RBLRBL,DOP WEG34076 CLASS CRAEBARELI RMS (COMPUTERIZED)RMS RAILWAYStationRAEBARELI,,,,2025-05-07 15:55:43,2025-05-08 11:26:35,0days 19h:30m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250502709,MPLS2025050702152,1000509546,DEPARTMENT OF POSTSDOP,2 Mbps,10.16.125.86,UE,RBL,RBLMHJ,POST OFFICEAHARWABHAWANI S.O--229135 RAEBARELIRAEBARELI,,,,2025-05-07 15:55:34,2025-05-08 11:26:35,0days 19h:31m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250502705,MPLS2025050702107,1000199662,DIRECTOR PMU DEPARTMENT OFPOST,2 Mbps,10.16.114.130,UE,RBL,RBLSLN,(UPDS_EAST-0278 & CLASS C &WEG24258)SALON S O--229127SALONRAEBARELIRAEBARELI,,,,2025-05-07 15:55:20,2025-05-08 11:26:32,0days 19h:31m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MAUE250502373,548851,1000442428,UCO BANKCBS PROJECT IT,2 Mbps,10.241.34.150,UE,RBL,RBLSLN,SALON BRANCHSOL ID 3044POST SALONDISTT RAEBARELIRAEBARELI,,,,2025-05-07 10:06:01,2025-05-07 10:14:30,0days 00h:08m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
MAUE250502368,543873,1000168824,UCOBANK,2 Mbps,10.241.34.102,UE,RBL,RBLKRB,Karhiya Bazar C/o Raja C S Singh Plot no 72 KarhiyaKothi Block Salon District AmethiRAEBARELI,,,,2025-05-07 09:38:44,2025-05-07 10:15:52,0days 00h:37m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
MWUE250502356,MPLS2025050604487,1000296452,MANAGERPUNJAB NATIONAL BANK,2 Mbps,10.110.79.254,UE,RBL,RBLSLN,PUNJAB NATIONAL BANK  RAEBARELIRAEBARELI Salon,,,,2025-05-06 20:24:23,2025-05-07 15:57:31,0days 19h:33m,RBL SSA LLM SALON,C,RFO PENDING,Fault restored - System updation pending,NA,MPLS VPN LC,WC
MWUE250502355,MPLS2025050604483,1000283692,PUNJAB NATIONAL BANKERSTWHILE UNITED BANK OF INDIA,2 Mbps,10.91.160.238,UE,RBL,RBLMHJ,BAWAN BUJURG BALLA BRSOL ID 2009VILL. BAWAN BUZURG BALLAPO.MAHRAJGANJRAEBARELI,,,,2025-05-06 20:24:21,2025-05-07 15:57:31,0days 19h:33m,RBL LLM GE,C,RFO PENDING,Fault restored - System updation pending,NA,MPLS VPN LC,WC
MSUE250502287,INC000046952572,1000535455,STATE BANK OF INDIA,4 Mbps,10.126.45.34,UE,RBL,RBLRCF,16579 SBI STATE BANK OF INDIA BR CODE 16579RAILWAY COACH FACTORY RAE BARELIKANPUR ROAD VIL PO LALGANJ RAEBARELI KANPUR ROAD VIL PO LALRAIBARAIBAREILLY,,,,2025-05-06 17:53:35,2025-05-06 19:01:43,0days 01h:08m,RBL LLM LALGANJ,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MWUE250502165,MPLS2025050603218,1000597881,PUNJAB NATIONAL BANK PNB CIRCLE OFFICE,2 Mbps,10.110.184.210,UE,RBL,RBLDAU,PNB GAURA  RAEBARELIRAEBARELI,,,,2025-05-06 15:25:12,2025-05-06 16:25:10,0days 00h:59m,RBL LLM LALGANJ,C,RFO PENDING,Local lead fault issue - WIP,NA,MPLS VPN LC,WC
MAUE250502161,543969,1000536420,UCO BANK CBS PROJECT IT,2 Mbps,10.241.34.118,UE,RBL,RBLRBL,KISHUNPUR RAMCHANDRA BRANCHSOL ID 2960TRIPULA CROSSINGLUCKNOW ROADRAEBARELI,,,,2025-05-06 15:07:03,2025-05-06 17:58:54,0days 02h:51m,RBL LLM PHONES,C,RFO PENDING,OFC cable fault - WIP,NA,MPLS VPN LC,UCO-API
MSUE250502162,INC000046951135,1000547333,STATE BANK OF INDIA,10 Mbps,10.126.45.30,UE,RBL,RBLRBL,18268 SBI TRIPULA CHAURAHA LUCKNOWALLAHABAD ROAD OPP MAURYA COMPLEX JAGDISHPURAM RAIBARELI DIST RAE BARELI State UTTAR PRADESH Pin Code 229RAIBAREILLY,,,,2025-05-06 15:01:44,2025-05-06 16:08:25,0days 01h:06m,RBL LLM PHONES,C,CLOSED,OFC cable fault - WIP,NA,MPLS VPN LC,SBI-API
MSUE250502123,INC000046950738,1000065351,STATE BANK OF INDIA.,2 Mbps,10.126.41.242,UE,RBL,RBLSLN,State Bank of India SalonBranch (1095) P O Salon(522#/00912/16/5311)1RAIBAREILLY,,,,2025-05-06 14:09:40,2025-05-06 15:00:25,0days 00h:50m,SUL BA ADMIN TEAM,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MAUE250502060,542690,1000508144,UCO BANKCBS PROJECT IT,2 Mbps,10.241.34.110,UE,RBL,RBLJAS,BAHADURPUR BRANCHSOL ID 3041OPPOSITE RAJIV GANDHI INST.OF PETROLEUMJAYAS AMETHIRAEBARELI,,,,2025-05-06 13:23:10,2025-05-08 16:15:02,2days 02h:51m,RBL LLM JAIS,C,RFO PENDING,Local lead fault issue - WIP,NA,MPLS VPN LC,UCO-API
MAUE250502059,542679,1000167400,UCOBANK,2 Mbps,10.241.34.14,UE,RBL,RBLUCH,UNCHAHAR  BR SOL ID 2854ALLAHABAD LUCKNOW ROADJAIRAMPUR UNCHAHARP O  MUSTAFABADRAEBARELI,,,,2025-05-06 13:22:06,2025-05-06 21:23:01,0days 08h:00m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
MAUE250502058,542668,1000172999,UCOBANK,2 Mbps,10.241.34.26,UE,RBL,RBLATR,Ataura Bujurg Branch Vill : Ataura Bujurg PO:Ataura Tehsil:Sadar.RAEBARELI,,,,2025-05-06 13:21:19,2025-05-06 21:22:01,0days 08h:00m,RBL LLM LALGANJ,C,RFO PENDING,Local lead fault issue - WIP,NA,MPLS VPN LC,UCO-API
MAUE250502057,542740,1000173198,UCOBANK,2 Mbps,10.241.34.18,UE,RBL,RBLSGH,Shivgarh Branch In front of Mahesh Vilas Palace Shivgarh..RAEBARELI,,,,2025-05-06 13:20:28,2025-05-06 13:25:06,0days 00h:04m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
MAUE250502056,530886,1000442428,UCO BANKCBS PROJECT IT,2 Mbps,10.241.34.150,UE,RBL,RBLSLN,SALON BRANCHSOL ID 3044POST SALONDISTT RAEBARELIRAEBARELI,,,,2025-05-06 13:17:39,2025-05-06 13:17:57,0days 00h:00m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
MAUE250502055,542692,1000171182,UCOBANK,2 Mbps,10.241.34.106,UE,RBL,RBLPSD,Prashadepur C/o Sharda Devi House no 182 ward no 7 JillaBazar Tehsil Salone Distt AmethiRAEBARELI,,,,2025-05-06 13:16:33,2025-05-09 16:17:46,3days 03h:01m,RBL SSA LLM SALON,C,RFO PENDING,Fault restored - System updation pending,NA,MPLS VPN LC,UCO-API
MAUE250502049,INC000022568665,1000271982,"AGM(IT), BANK OF INDIA, BANK OF INDABLDG., 1ST FL, MPLS 1",4 Mbps,10.22.42.14,UE,RBL,RBLRBL,Bank Of India  Rae Bareli Branch  460/24 Madhur complex  Prakash Nagar Canal Road  Rae Bareli uttarpradeshRAIBAREILLY,,,,2025-05-06 13:10:38,2025-05-06 13:19:31,0days 00h:08m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,BOI-API
MAUE250502048,INC000022568664,1000507367,BANK OF INDIA BOI,4 Mbps,10.22.123.54,UE,RBL,RBLRBL,SOL70220BANKOFINDIA AIIMSCAMPUS RAE BARELI BRANCHDALMAU ROAD MUNSHI GANJTTAR PRADESH 229 001 0535RAIBAREILLY,,,,2025-05-06 13:10:37,2025-05-06 13:19:32,0days 00h:08m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,BOI-API
MAUE250502047,INC000022568662,1000092365,"AGM(IT), BANK OF INDIA, BANK OF INDABLDG., 1ST FL, MPLS 3",4 Mbps,10.22.42.18,UE,RBL,RBLLGJ,LALGANJ Branch SAKET NAGARLALGANJ K ANPUR ROAD LALGAUP 229206 SOLID70210RAIBAREILLY,,,,2025-05-06 13:10:36,2025-05-06 13:19:31,0days 00h:08m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,BOI-API
MWUE250501973,MPLS2025050601776,1000587703,Union Bank of India,2 Mbps,None,UE,RBL,RBLHRC,UNION BANK OF INDIAHARCHANDPUR BRANCH 569372RAILWAY STATION ROADUP 229303RAEBARELI,,,,2025-05-06 12:55:11,2025-05-06 16:25:10,0days 03h:29m,RBL LLM GE,C,RFO PENDING,OFC ring fault - WIP,NA,MPLS VPN LC,WC
MWUE250501968,MPLS2025050601748,1000100916,UNION BANK OF INDIA.,2 Mbps,10.90.60.206,UE,RBL,RBLLGJ,Near Behta chauraha LalganjDistRaibarely1RAIBAREILLY,,,,2025-05-06 12:54:58,2025-05-06 16:25:10,0days 03h:30m,RBL LLM LALGANJ,C,RFO PENDING,Local lead fault issue - WIP,NA,MPLS VPN LC,WC
PCUE250500022,1063835660,1000322712,NATIONAL KNOWLEDGE NETWORKNICSI,100 Mbps,,UE,LKW,LKWCHS,SIO NIC UP StateUnit 6th Floor Yojana BhawanBhawan Naidu Marg UttarPradesh (State Unit)        LucknowLUCKNOW,RBL,RBLRBL,District Informatics Officer NICDistrict Computer Centre C/o DMDM Collectorate Nazarat BRae Bareili         RAIBAREILLYRAIBAREILLY,2025-05-06 12:38:32,2025-05-07 14:32:14,1days 01h:53m,LKW LLM CEN TEAM,A,CLOSED,OLT system problem  - WIP,NA,P2P LC,Clarity
MWUE250501816,MPLS2025050503886,1000211386,NATIONAL THERMAL POWERCORPORATION,68 Mbps,172.27.96.174,UE,RBL,RBLUCH,NTPC UNCHAHAR PO UNCHAHAR RAIBAREILLY229406.RAEBARELI,,,,2025-05-05 23:54:12,2025-05-06 16:25:10,0days 16h:30m,RBL SSA LLM SALON,B,RFO PENDING,Local lead fault issue - WIP,NA,MPLS VPN LC,WC
MWUE250501815,MPLS2025050503849,1000289168,MANAGERPUNJAB NATIONAL BANK,2 Mbps,10.110.75.66,UE,RBL,RBLRBL,PUNJAB NATIONAL BANKLIC BUILDING BRANCH RAIBARELIRAEBARELI,,,,2025-05-05 22:24:13,2025-05-05 23:24:18,0days 01h:00m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250501764,MPLS2025050503124,1000481016,R A M PNB,6 Mbps,10.110.125.214,UE,RBL,RBLRBL,R A M PNB605 KA 2ND FLOOR BAJJPAI JWELLERS RAEBARELIRAEBARELI,,,,2025-05-05 16:54:54,2025-05-05 17:25:28,0days 00h:30m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MAUE250501757,200486,1000089295,LIC OF INDIALIC,4 Mbps,10.249.39.118,UE,RBL,RBLRBL,Divisional office AyodhyaMarg Beniganj FaizabadUP1FAIZABAD,RBL,RBLRBL,BRANCH OFFICE I CANAL ROADRAEBARELI 229001BO2291RAIBAREILLY,2025-05-05 16:04:59,2025-05-05 16:07:36,0days 00h:02m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,LIC-API
MAUE250501755,535412,1000169779,UCOBANK,2 Mbps,10.241.34.54,UE,RBL,RBLRBL,House No-615 Ward no-19 Kanti Niwas Near IDBI BankKachehri RoadRAEBARELI,,,,2025-05-05 16:01:36,2025-05-05 16:06:21,0days 00h:04m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
MAUE250501748,INC000022563509,1000271982,"AGM(IT), BANK OF INDIA, BANK OF INDABLDG., 1ST FL, MPLS 1",4 Mbps,10.22.42.14,UE,RBL,RBLRBL,Bank Of India  Rae Bareli Branch  460/24 Madhur complex  Prakash Nagar Canal Road  Rae Bareli uttarpradeshRAIBAREILLY,,,,2025-05-05 15:58:56,2025-05-05 16:07:36,0days 00h:08m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,BOI-API
MWUE250501729,MPLS2025050502890,1000096201,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",4 Mbps,10.150.92.218,UE,RBL,RBLJAG,JAGATPUR V AND PO JAGATPURDISTTRAEBARELI1RAIBAREILLY,,,,2025-05-05 15:55:23,2025-05-06 16:25:10,1days 00h:29m,RBL SSA LLM SALON,C,RFO PENDING,OFC cable fault - WIP,NA,MPLS VPN LC,WC
MWUE250501724,MPLS2025050502884,1000497397,BANK OK BARODA,2 Mbps,10.150.95.166,UE,RBL,RBLRBL,BOB 2308 HARDASPUR BRANCH VANDP HARDASPUR DISTT RAEBARELI 229316 LUCKNOW UP9316 LUCKNOW upRAIBAREILLY,,,,2025-05-05 15:55:22,2025-05-05 18:24:40,0days 02h:29m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250501673,MPLS2025050502391,1000501734,SIFY TECHNOLOGIES LIMITED,512 Kbps,10.206.15.138,UE,RBL,RBLJAG,SIFY TECHNOLOGIES LIMITEDCO PUNJAB SINDH BANKJ0959 ALLAHBAD ROADRAI BAREILLY 229402RAEBARELI,,,,2025-05-05 15:24:58,2025-05-06 16:25:10,1days 01h:00m,RBL SSA LLM SALON,C,RFO PENDING,OFC cable fault - WIP,NA,MPLS VPN LC,WC
MWUE250501657,MPLS2025050502293,1000004800,INDIAN BANK.,2 Mbps,10.166.30.30,UE,RBL,RBLRBL,M-16 Amresh Puri Colony Kanpur Road.RAIBAREILLY,,,,2025-05-05 14:55:27,2025-05-05 15:55:59,0days 01h:00m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250501605,MPLS2025050501901,1000004843,INDIAN BANK.,2 Mbps,10.166.30.46,UE,RBL,RBLUCH,KISHANDASPUR POST UNCHAAHAR BLOCK RAEBARILLY Dist.RAIBAREILLY,,,,2025-05-05 14:25:05,2025-05-06 16:25:10,1days 02h:00m,RBL SSA LLM SALON,C,RFO PENDING,Local lead fault issue - WIP,NA,MPLS VPN LC,WC
MWUE250501579,MPLS2025050501786,1000590483,PUNJAB NATIONAL BANK PNB CIRCLE OFFICE,2 Mbps,10.110.183.186,UE,RBL,RBLATR,PNB MALIKMAU CHAUBARATHANA GURBUXGANJ RAEBARELIRAEBARELI,,,,2025-05-05 13:55:04,2025-05-06 16:25:10,1days 02h:30m,RBL LLM LALGANJ,C,RFO PENDING,OFC cable fault - WIP,NA,MPLS VPN LC,WC
MSUE250501449,INC000046940931,1000507633,STATE BANK OF INDIA,2 Mbps,10.126.48.90,UE,RBL,RBLJAG,SBI BR 16708JAGATPURVILL PO JAGATPURJAGATPURRAEBARELI,,,,2025-05-05 10:21:46,2025-05-06 16:12:25,1days 05h:50m,RBL SSA LLM SALON,C,CLOSED,OFC cable fault - WIP,NA,MPLS VPN LC,SBI-API
MSUE250501450,INC000046941015,1000323133,STATE BANK OF INDIA,4 Mbps,10.126.48.50,UE,RBL,RBLBGJ,"STATE BANK OF INDIABABUGANJ BRANCH ( 16705 )VILL & PO -BABUGANJ,RAE BARELI - 229401RAIBAREILLY",,,,2025-05-05 10:21:46,2025-05-06 16:12:25,1days 05h:50m,RBL SSA LLM SALON,C,CLOSED,OFC cable fault - WIP,NA,MPLS VPN LC,SBI-API
MAUE250501349,199994,1000274617,LIC OF INDIA,2 Mbps,10.249.4.226,UE,RBL,RBLUCH,SO 21UT002 UNCHAHAR  ANSARI PLAZA KABIR CHAURAHA KHOJANPUR UNCHAHAR 535#/00218/18/5311RAIBAREILLY,,,,2025-05-05 10:10:33,2025-05-06 10:00:34,0days 23h:50m,RBL SSA LLM SALON,C,RFO PENDING,OFC cable fault - WIP,NA,MPLS VPN LC,LIC-API
MWUE250501311,MPLS2025050500243,1000600140,DEPARTMENT OF POSTS DOP,2 Mbps,10.16.144.118,UE,RBL,RBLRBL,DOP WEG34076 CLASS CRAEBARELI RMS (COMPUTERIZED)RMS RAILWAYStationRAEBARELI,,,,2025-05-05 09:34:18,2025-05-05 11:26:50,0days 01h:52m,RBL LLM PHONES,C,RFO PENDING,Customer switched off device - Intimated,NA,MPLS VPN LC,WC
MWUE250501301,MPLS2025050500191,1000509546,DEPARTMENT OF POSTSDOP,2 Mbps,10.16.125.86,UE,RBL,RBLMHJ,POST OFFICEAHARWABHAWANI S.O--229135 RAEBARELIRAEBARELI,,,,2025-05-05 09:34:09,2025-05-05 11:26:43,0days 01h:52m,RBL LLM GE,C,RFO PENDING,Customer RF issue - intimated,Fault at customer end,MPLS VPN LC,WC
MWUE250501298,MPLS2025050500187,1000199662,DIRECTOR PMU DEPARTMENT OFPOST,2 Mbps,10.16.114.130,UE,RBL,RBLSLN,(UPDS_EAST-0278 & CLASS C &WEG24258)SALON S O--229127SALONRAEBARELIRAEBARELI,,,,2025-05-05 08:54:18,2025-05-05 11:26:38,0days 02h:32m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250501185,MPLS2025050302497,1000127223,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.150,UE,RBL,RBLPSD,Baroda Uttar pradesh GraminBank C o Bank of BarodaParsedepur229129RAIBAREILLY,,,,2025-05-03 15:24:51,2025-05-05 11:26:43,1days 20h:01m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250501181,MPLS2025050302492,1000127390,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.210,UE,RBL,RBLMGJ,Baroda Uttar pradesh GraminBank C o Bank of BarodaMajourganj229128RAIBAREILLY,,,,2025-05-03 15:24:50,2025-05-05 11:26:38,1days 20h:01m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250501182,MPLS2025050302493,1000127492,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.246,UE,RBL,RBLMGV,Baroda Uttar pradesh GraminBank C o Bank of Barodamaugarvi229306RAIBAREILLY,,,,2025-05-03 15:24:50,2025-05-05 11:26:43,1days 20h:01m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250501183,MPLS2025050302494,1000127357,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.73.246,UE,RBL,RBLDVP,Baroda Uttar pradesh GraminBank C o Bank of BarodaDevanandpur PO Ratapur229316RAIBAREILLY,,,,2025-05-03 15:24:50,2025-05-03 17:24:49,0days 01h:59m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250501184,MPLS2025050302495,1000127308,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.73.198,UE,RBL,RBLDEH,Baroda Uttar pradesh GraminBank C o Bank of Baroda Deeh2293101RAIBAREILLY,,,,2025-05-03 15:24:50,2025-05-05 11:26:38,1days 20h:01m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250501178,MPLS2025050302489,1000127450,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.114,UE,RBL,RBLNST,Baroda Uttar pradesh GraminBank C o Bank of BarodaNihastha229208RAIBAREILLY,,,,2025-05-03 15:24:49,2025-05-05 11:26:43,1days 20h:01m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250501179,MPLS2025050302490,1000127584,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.150,UE,RBL,RBLJAG,Baroda Uttar pradesh GraminBank C o Bank of BarodaLaxmanpur PO Jagatpur229402RAIBAREILLY,,,,2025-05-03 15:24:49,2025-05-05 11:26:43,1days 20h:01m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250501180,MPLS2025050302491,1000127222,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.26,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaKhagipur Sandwa229125RAIBAREILLY,,,,2025-05-03 15:24:49,2025-05-05 11:26:43,1days 20h:01m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250501176,MPLS2025050302487,1000265586,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.77.126,UE,RBL,RBLRBL,Baroda Uttarpradesh Gramin Bank C o Bank of Baroda Paho 229209RAIBAREILLY,,,,2025-05-03 15:24:48,2025-05-05 11:26:43,1days 20h:01m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250501177,MPLS2025050302488,1000127383,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.75.46,UE,RBL,RBLHDI,Baroda Uttar pradesh GraminBank C o Bank of BarodaHardoi229123RAIBAREILLY,,,,2025-05-03 15:24:48,2025-05-05 11:26:38,1days 20h:01m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250501089,MPLS2025050302004,1000100916,UNION BANK OF INDIA.,2 Mbps,10.90.60.206,UE,RBL,RBLLGJ,Near Behta chauraha LalganjDistRaibarely1RAIBAREILLY,,,,2025-05-03 13:55:05,2025-05-05 11:26:43,1days 21h:31m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250501060,MPLS2025050301820,1000573553,THE FEDERAL BANK LIMITED,4 Mbps,10.109.108.238,UE,RBL,RBLRBL,THE FEDERAL BANK LTDGATTA NO 29 MIN  30 MINAHMADPUR NAZOOL 466  466/2 &466 MAINRAEBARELI  UP  229001RAIBAREILLY,,,,2025-05-03 13:25:10,2025-05-03 13:56:08,0days 00h:30m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
